Date,NDWI,MNDWI,AWEIsh
2/18/2008,2547.547287,2588.826264,2731.163531
4/6/2008,6146.250649,6272.328579,6254.173042
4/15/2008,7386.540834,7557.36275,7485.661537
5/17/2008,4148.243086,5303.986793,4702.303871
6/25/2008,1515.778208,1838.432144,1755.23878
7/11/2008,1007.027231,1580.756108,1646.704293
7/20/2008,798.914599,1641.149539,1534.748569
8/5/2008,1318.548494,1628.927811,1520.271115
8/12/2008,1417.266031,1667.176082,1542.001578
8/28/2008,1236.280288,1668.401603,1504.23244
9/22/2008,1449.831092,1661.554891,1556.641622
10/8/2008,1420.284116,1488.529562,1469.310758
11/16/2008,1482.786862,1373.536493,1461.379186
11/25/2008,1168.082859,1085.387344,1164.090946
12/2/2008,1442.097145,1350.476448,1453.773832
2/4/2009,978.2794247,1077.130951,1062.615711
2/20/2009,1776.714568,1696.959865,1726.23619
3/17/2009,1470.61239,1427.251072,1442.261992
5/20/2009,1526.891894,1634.503901,1574.880134
6/5/2009,1518.702025,1791.465013,1634.448252
6/21/2009,1862.195149,2532.12218,2179.439168
6/28/2009,1163.569699,1717.387418,1596.936541
7/7/2009,1410.382392,1594.807959,1550.742156
8/8/2009,985.2456538,1421.840325,1473.10306
8/15/2009,1429.727028,1624.388243,1528.179861
10/2/2009,1392.314834,1450.770989,1415.634022
10/11/2009,1394.507212,1765.316726,1681.303848
10/18/2009,1490.922493,1470.242567,1509.382273
11/3/2009,4630.281895,4776.521506,4774.408843
11/12/2009,3953.618486,3957.878348,4088.96743
11/28/2009,2961.440431,2790.054382,3019.045141
12/5/2009,1869.066227,1801.264249,1888.836181
2/23/2010,1509.457712,1461.763097,1474.26435
3/4/2010,1527.075866,1447.289896,1485.452449
3/11/2010,1560.454143,1515.024729,1523.810599
4/12/2010,1456.227655,1452.703239,1446.986523
5/7/2010,1439.733121,1664.998706,1546.894254
7/1/2010,1441.955838,1615.154269,1530.005883
8/11/2010,1403.934165,1614.706655,1521.834467
8/27/2010,1471.967942,1570.867378,1527.379269
9/12/2010,1563.898369,1671.422421,1623.297137
10/5/2010,1388.302793,1375.482547,1401.11648
10/14/2010,1413.176681,1437.062628,1429.603786
10/21/2010,1388.560876,1381.938427,1395.000424
10/30/2010,1429.604533,1387.853899,1429.942929
11/6/2010,1411.008876,1367.731384,1396.241187
12/1/2010,1560.944786,1480.234122,1573.038425
12/8/2010,1425.979481,1356.896273,1433.212623
1/2/2011,1474.675751,1312.773218,1474.960973
2/3/2011,1457.5163,1466.520122,1499.053817
2/10/2011,1346.906641,1427.949948,1387.94079
5/17/2011,4399.33782,5919.075748,5082.621545
6/11/2011,1203.808527,4656.064279,4007.936291
7/20/2011,1190.031032,1741.391522,1631.176487
8/14/2011,1266.922609,1445.058595,1385.52131
8/21/2011,1430.836592,1614.485432,1534.870616
9/6/2011,1513.957911,1622.491759,1557.897644
9/15/2011,1247.17536,1550.662614,1469.256971
10/1/2011,1421.63499,1439.737493,1446.648426
10/8/2011,1396.41394,1448.579799,1426.361847
10/24/2011,1391.23,1412.956169,1406.701402
6/5/2012,862.0608147,955.4009357,904.0836628
6/28/2012,1036.607821,1253.591354,1167.571025
7/7/2012,516.9696861,958.8795714,897.4150609
7/23/2012,804.6942974,928.9305047,869.3990207
8/8/2012,885.4078582,959.7800712,923.4240515
8/15/2012,1168.240536,1290.846961,1221.591338
9/9/2012,897.4145628,1020.506578,947.4980702
10/2/2012,1113.089726,1185.800699,1148.800345
10/18/2012,1125.239509,1166.437514,1144.025221
10/27/2012,797.4656664,798.8574019,809.8328435
11/3/2012,1142.228936,1162.898896,1161.476752
11/12/2012,858.0551818,896.0627689,889.9013741
11/28/2012,908.7546131,910.0189922,927.8280945
12/5/2012,1128.787195,1048.578497,1142.469277
12/21/2012,1104.010453,1052.260091,1100.577551
2/16/2013,987.8448869,956.1845572,974.5098594
2/23/2013,1177.145374,1240.950512,1222.12372
4/5/2013,934.5646755,920.9566422,930.1263129
4/13/2013,1638.61087,1569.275393,1589.860835
4/29/2013,2380.165437,2438.579134,2400.815614
5/14/2013,1448.849492,2009.787991,1806.395771
5/15/2013,2363.597634,2657.193942,2527.82296
6/23/2013,765.3347814,1472.85307,1098.894815
6/24/2013,610.2948922,868.4687369,818.8658099
7/25/2013,1504.435964,1629.423533,1546.893948
8/26/2013,1156.678307,1769.459812,1482.764247
9/3/2013,1198.466621,1268.631652,1233.047257
9/4/2013,1601.049854,1649.875104,1620.760744
9/11/2013,698.8552625,1519.401133,1298.926414
9/27/2013,1441.958643,1540.643772,1496.840343
9/28/2013,694.3883239,820.803243,765.6289005
10/6/2013,1488.027791,1526.171309,1500.833562
10/13/2013,1458.349201,1480.468497,1460.031241
11/7/2013,1604.513842,1579.769229,1593.67886
11/30/2013,1545.100202,1558.182725,1584.641832
12/24/2013,2356.420344,2131.754815,2339.945316
1/26/2014,1588.262855,1517.426834,1550.931361
2/26/2014,1152.944259,1117.682808,1134.848294
2/27/2014,1556.025492,1489.755,1516.915091
3/6/2014,1600.860713,3628.665225,2568.910889
3/7/2014,917.1201296,1018.64454,957.4096349
3/15/2014,1351.480204,1492.876318,1498.413442
3/22/2014,1612.413074,1542.004197,1560.708773
3/23/2014,948.8171947,918.8492947,930.3209488
3/30/2014,1112.493769,1102.03808,1104.701057
4/16/2014,1482.046147,1443.512774,1499.761151
4/23/2014,1509.12987,1477.794908,1479.355632
5/18/2014,1622.760092,1752.207028,1668.797585
7/21/2014,1383.699252,1624.761449,1480.379538
8/13/2014,1053.935353,1241.889727,1136.40239
9/7/2014,1550.801226,1627.468696,1580.272202
9/23/2014,1531.67952,1576.975045,1548.910582
9/30/2014,1463.505541,1515.253721,1477.008118
10/16/2014,1573.271865,1593.047537,1570.992621
10/25/2014,1467.832611,1480.897455,1472.516925
11/1/2014,1473.739209,1454.636195,1458.38304
2/5/2015,273.268362,1501.399184,1465.350867
3/25/2015,2408.779649,2300.814319,2330.678578
4/10/2015,1872.439003,1805.31197,1823.053057
5/12/2015,752.2911797,1761.330967,1575.210381
6/6/2015,364.6579742,1625.536485,1300.564618
6/29/2015,1438.621059,1661.583164,1520.181092
7/31/2015,1565.877737,1644.723454,1591.57748
8/16/2015,1353.447339,1560.153408,1455.678842
8/25/2015,1572.502909,1661.220161,1601.117649
9/1/2015,2.001162006,1703.662915,1457.965794
9/17/2015,1531.322999,1605.966517,1558.33846
10/12/2015,1404.276286,1441.09182,1416.29728
10/19/2015,1422.873661,1431.404261,1419.391934
11/13/2015,1500.934348,1462.194558,1484.158557
11/20/2015,2965.3799,2941.658222,2950.192911
1/23/2016,2862.867035,3425.543151,3351.885435
2/1/2016,2254.75886,2118.021945,2178.984367
4/5/2016,1620.345758,1574.425402,1592.349534
4/12/2016,1723.401343,1681.494593,1690.893457
4/28/2016,1628.250719,1708.407859,1648.502341
5/7/2016,1608.436138,1727.656683,1653.232877
5/14/2016,2153.735735,2638.42297,2319.277671
6/8/2016,1145.409492,2442.406105,2023.258631
6/15/2016,1694.990625,1925.713024,1784.594572
8/27/2016,1528.749001,2152.115164,1928.290665
9/12/2016,1603.183265,1633.854177,1611.010212
9/19/2016,1689.564309,1758.887032,1709.537743
10/21/2016,1522.974273,1511.035368,1504.309844
10/30/2016,1461.689651,1451.494618,1454.475852
11/6/2016,1477.095545,1459.297005,1463.071677
11/15/2016,1487.876623,1455.918976,1469.595768
12/1/2016,1536.088707,1492.12153,1516.929867
2/3/2017,1545.835301,1476.471955,1510.874659
2/10/2017,1399.478641,1278.080591,1354.786554
4/8/2017,1646.641619,1575.270126,1598.855973
4/24/2017,2123.922874,2342.536199,2205.130861
5/10/2017,3839.493544,5098.958606,4466.321429
6/2/2017,4608.411006,5629.675613,4983.426457
6/11/2017,3928.356886,4704.73267,4230.694166
6/27/2017,3616.688864,4202.349929,3867.499422
7/20/2017,2182.392351,3007.976112,2764.287355
7/29/2017,1292.539283,1410.652833,1407.015429
8/21/2017,1312.52399,1598.145399,1473.818845
9/15/2017,1137.564325,1450.397797,1344.895286
9/22/2017,1509.45969,1587.618499,1540.843088
11/9/2017,1542.511034,1516.350248,1527.927305
11/25/2017,1528.348343,1472.322541,1497.403867
12/27/2017,1575.628534,1513.195457,1545.451419
1/28/2018,1562.915767,1516.57417,1530.632002
2/13/2018,1529.438307,1459.574453,1475.797378
4/18/2018,2907.525637,2782.323124,2821.330074
4/27/2018,2036.728478,1926.711544,1964.049408
6/5/2018,1609.14586,1693.751033,1634.500303
6/30/2018,1447.902588,1645.64198,1521.886727
7/16/2018,1546.660456,1640.588625,1578.755263
9/18/2018,1517.004976,1575.121984,1537.772758
10/11/2018,1454.637845,1464.693556,1450.296392
10/20/2018,1483.113874,1507.321698,1490.033913
10/27/2018,1450.619735,1491.856252,1459.853123
11/21/2018,1486.668549,1465.812184,1475.820529
1/8/2019,1842.137312,1741.456017,1788.109088
1/24/2019,2051.713473,1991.801083,2023.887883
2/9/2019,2463.616451,2381.761296,2508.734837
4/21/2019,1865.289205,1804.030497,1820.597989
5/16/2019,1927.202994,3106.899357,2543.140395
6/1/2019,2.668238152,3259.646364,2470.559788
7/19/2019,1461.345751,1600.138053,1515.819379
7/26/2019,1187.585194,1455.215484,1315.702439
8/4/2019,1502.87949,1673.523633,1566.965186
9/5/2019,1535.517121,1618.589257,1570.129239
9/12/2019,1325.620989,1440.357432,1368.603363
10/14/2019,1493.997051,1519.736054,1499.8245
10/23/2019,1453.264442,1461.399311,1453.102345
11/8/2019,1523.663932,1520.219876,1523.944876
11/15/2019,1497.317931,1480.963646,1483.186956
11/24/2019,1514.501253,1489.670281,1503.027122
2/19/2020,1653.796453,1600.701594,1619.220358
3/6/2020,1713.010206,1633.302711,1658.5906
4/16/2020,1682.140729,1649.395828,1656.265939
5/2/2020,1784.882312,1808.102037,1780.404741
5/9/2020,1700.165917,1772.683485,1718.431132
7/12/2020,1558.676086,1652.015706,1590.660972
7/21/2020,1392.98439,1599.752518,1495.205868
8/6/2020,1579.578847,1693.992189,1616.595838
8/22/2020,1552.393352,1633.739919,1578.958141
9/7/2020,1526.363199,1622.153911,1562.911125
9/30/2020,1475.424129,1493.77489,1477.319009
10/16/2020,1431.517304,1430.779812,1427.867342
11/17/2020,1703.877471,1635.298023,1668.241891
1/29/2021,1677.709686,2189.986147,1762.635605
2/5/2021,1609.884598,1579.593726,1580.890983
3/2/2021,1955.198361,1874.541814,1910.275205
4/3/2021,3246.090415,3143.086283,3203.483966
4/19/2021,1626.907498,1610.403056,1614.216063
5/12/2021,1732.667543,1755.168049,1728.051344
6/13/2021,1544.890183,1663.73413,1592.676111
6/22/2021,1566.675463,1648.964675,1589.087032
7/24/2021,1461.967908,1612.637092,1518.163992
8/25/2021,1521.035535,1612.483916,1557.235555
9/10/2021,1441.038672,1602.718304,1516.753982
10/12/2021,1459.826986,1471.740046,1465.520212
